ts,height,velocity,acceleration
56.8,131.55772399902344,-13.707820892333984,0
56.81,131.44015502929688,-13.687582969665527,0
56.82,131.31788635253906,-13.672442436218262,0
56.83,131.19827270507812,-13.654701232910156,0
56.84,131.0849151611328,-13.630643844604492,0
56.85,130.96864318847656,-13.609862327575684,0
56.86,130.85496520996094,-13.58660888671875,0
56.87,130.74200439453125,-13.56285285949707,0
56.88,130.631591796875,-13.53669548034668,0
56.89,130.52371215820312,-13.50819206237793,0
56.9,130.41831970214844,-13.477396011352539,0
56.91,130.3043212890625,-13.45584487915039,0
56.92,130.19288635253906,-13.431870460510254,0
56.93,130.08395385742188,-13.405527114868164,0
56.94,129.98675537109375,-13.367300033569336,0
56.95,129.86436462402344,-13.355603218078613,0
56.96,129.74459838867188,-13.341300964355469,0
56.97,129.6219024658203,-13.330192565917969,0
56.98,129.5018310546875,-13.316473007202148,0
56.99,129.38804626464844,-13.296372413635254,0
57,129.27679443359375,-13.273852348327637,0
57.01,129.1643524169922,-13.25279426574707,0
57.02,129.05259704589844,-13.231257438659668,0
57.03,128.92678833007812,-13.224513053894043,0
57.04,128.79261779785156,-13.22651481628418,0
57.05,128.6556396484375,-13.231399536132812,0
57.06,128.51780700683594,-13.237135887145996,0
57.07,128.3827362060547,-13.239934921264648,0
57.08,128.24671936035156,-13.243683815002441,0
57.09,128.10609436035156,-13.252189636230469,0
57.1,127.96826171875,-13.257698059082031,0
57.11,127.83320617675781,-13.260269165039062,0
57.12,127.7009048461914,-13.259963035583496,0
57.13,127.56947326660156,-13.258752822875977,0
57.14,127.42604064941406,-13.26999568939209,0
57.15,127.28545379638672,-13.278181076049805,0
57.16,127.14582824707031,-13.285282135009766,0
57.17,127.00900268554688,-13.289407730102539,0
57.18,126.87493896484375,-13.290617942810059,0
57.19,126.74362182617188,-13.288972854614258,0
57.2,126.61138153076172,-13.28830337524414,0
57.21,126.48185729980469,-13.284817695617676,0
57.22,126.36235046386719,-13.270975112915039,0
57.23,126.24727630615234,-13.252676010131836,0
57.24,126.13290405273438,-13.233843803405762,0
57.25,126.02106475830078,-13.212579727172852,0
57.26,125.91172790527344,-13.18893814086914,0
57.27,125.80487060546875,-13.162972450256348,0
57.28,125.69129180908203,-13.144247055053711,0
57.29,125.58023071289062,-13.123106956481934,0
57.3,125.45510864257812,-13.11677074432373,0
57.31,125.32893371582031,-13.11159896850586,0
57.32,125.20539093017578,-13.103740692138672,0
57.33,125.0826187133789,-13.095166206359863,0
57.34,124.96245574951172,-13.083978652954102,0
57.35,124.82653045654297,-13.089255332946777,0
57.36,124.68965911865234,-13.095463752746582,0
57.37,124.55184173583984,-13.102583885192871,0
57.38,124.39290618896484,-13.131528854370117,0
57.39,124.22593688964844,-13.168506622314453,0
57.4,124.06204223632812,-13.201920509338379,0
57.41,123.90118408203125,-13.231836318969727,0
57.42,123.74149322509766,-13.260231971740723,0
57.43,123.58480072021484,-13.2852201461792,0
57.44,123.4273910522461,-13.310694694519043,0
57.45,123.27295684814453,-13.332810401916504,0
57.46,123.1214828491211,-13.351632118225098,0
57.47,122.97293853759766,-13.367223739624023,0
57.48,122.81996154785156,-13.387245178222656,0
57.49,122.66992950439453,-13.404004096984863,0
57.5,122.52650451660156,-13.413737297058105,0
57.51,122.38224029541016,-13.424240112304688,0
57.52,122.22613525390625,-13.446919441223145,0
57.53,122.07301330566406,-13.466269493103027,0
57.54,121.92284393310547,-13.482354164123535,0
57.55,121.77559661865234,-13.49523639678955,0
57.56,121.63125610351562,-13.504980087280273,0
57.57,121.49716186523438,-13.503994941711426,0
57.58,121.3658218383789,-13.500153541564941,0
57.59,121.23352813720703,-13.49734115600586,0
57.6,121.1039810180664,-13.491711616516113,0
57.61,120.9771499633789,-13.483325004577637,0
57.62,120.8530044555664,-13.472238540649414,0
57.63,120.72598266601562,-13.464250564575195,0
57.64,120.60164642333984,-13.453558921813965,0
57.65,120.47996520996094,-13.440221786499023,0
57.66,120.36091613769531,-13.424296379089355,0
57.67,120.24263000488281,-13.40775203704834,0
57.68,120.12513732910156,-13.390547752380371,0
57.69,119.989990234375,-13.391836166381836,0
57.7,119.87783813476562,-13.369255065917969,0
57.71,119.75714874267578,-13.3557710647583,0
57.72,119.62989807128906,-13.34922981262207,0
57.73,119.50532531738281,-13.339980125427246,0
57.74,119.3833999633789,-13.328079223632812,0
57.75,119.2420654296875,-13.336432456970215,0
57.76,119.07783508300781,-13.368449211120605,0
57.77,118.91666412353516,-13.396961212158203,0
57.78,118.7511978149414,-13.4296293258667,0
57.79,118.58881378173828,-13.45876693725586,0
57.8,118.42578125,-13.488266944885254,0
57.81,118.26950073242188,-13.510461807250977,0
57.82,118.11621856689453,-13.52932357788086,0
57.83,117.96589660644531,-13.544916152954102,0
57.84,117.81481170654297,-13.56113052368164,0
57.85,117.67220306396484,-13.568385124206543,0
57.86,117.53245544433594,-13.572601318359375,0
57.87,117.3955307006836,-13.573840141296387,0
57.88,117.26140594482422,-13.572162628173828,0
57.89,117.13738250732422,-13.560030937194824,0
57.9,117.00869750976562,-13.552858352661133,0
57.91,116.88272094726562,-13.542946815490723,0
57.92,116.75942993164062,-13.530354499816895,0
57.93,116.6387939453125,-13.51513957977295,0
57.94,116.52078247070312,-13.497358322143555,0
57.95,116.39251708984375,-13.49040412902832,0
57.96,116.25409698486328,-13.494054794311523,0
57.97,116.11847686767578,-13.494756698608398,0
57.98,115.9727783203125,-13.505908012390137,0
57.99,115.82996368408203,-13.513954162597656,0
58,115.68815612792969,-13.520872116088867,0
58.01,115.54371643066406,-13.530449867248535,0
58.02,115.40214538574219,-13.536949157714844,0
58.03,115.26342010498047,-13.540432929992676,0
58.04,115.12750244140625,-13.540961265563965,0
58.05,114.99617004394531,-13.536738395690918,0
58.06,114.86756896972656,-13.529719352722168,0
58.07,114.7416763305664,-13.519963264465332,0
58.08,114.61846160888672,-13.507528305053711,0
58.09,114.4979019165039,-13.492471694946289,0
58.1,114.37996673583984,-13.474851608276367,0
58.11,114.2646255493164,-13.454723358154297,0
58.12,114.15184783935547,-13.432143211364746,0
58.13,114.0342788696289,-13.414762496948242,0
58.14,113.913818359375,-13.400564193725586,0
58.15,113.77579498291016,-13.40473747253418,0
58.16,113.64055633544922,-13.405970573425293,0
58.17,113.50440216064453,-13.408148765563965,0
58.18,113.36369323730469,-13.415023803710938,0
58.19,113.22211456298828,-13.422727584838867,0
58.2,113.0833740234375,-13.427414894104004,0
58.21,112.9455795288086,-13.431059837341309,0
58.22,112.79593658447266,-13.446962356567383,0
58.23,112.64920806884766,-13.459674835205078,0
58.24,112.48149871826172,-13.4940185546875,0
58.25,112.2985610961914,-13.543803215026855,0
58.26,112.11705017089844,-13.591594696044922,0
58.27,111.93878936767578,-13.635510444641113,0
58.28,111.76191711425781,-13.677533149719238,0
58.29,111.58094787597656,-13.723376274108887,0
