ts,q0_estimated,q1_estimated,q2_estimated,q3_estimated
13.73,8.776,-2.918,-3.637,-1.107
13.74,8.77,-2.924,-3.646,-1.107
13.75,8.764,-2.931,-3.655,-1.107
13.76,8.758,-2.937,-3.665,-1.107
13.77,8.752,-2.943,-3.674,-1.107
13.78,8.746,-2.95,-3.684,-1.107
13.79,8.74,-2.956,-3.693,-1.106
13.8,8.734,-2.962,-3.702,-1.106
13.81,8.728,-2.968,-3.711,-1.105
13.82,8.722,-2.975,-3.72,-1.104
13.83,8.716,-2.981,-3.729,-1.104
13.84,8.711,-2.987,-3.738,-1.103
13.85,8.705,-2.993,-3.746,-1.102
13.86,8.699,-2.999,-3.755,-1.102
13.87,8.694,-3.005,-3.763,-1.101
13.88,8.689,-3.008,-3.774,-1.096
13.89,8.682,-3.026,-3.773,-1.102
13.9,8.676,-3.043,-3.773,-1.106
13.91,8.671,-3.047,-3.781,-1.106
13.92,8.666,-3.052,-3.789,-1.106
13.93,8.661,-3.057,-3.796,-1.106
13.94,8.656,-3.063,-3.803,-1.105
13.95,8.651,-3.069,-3.809,-1.104
13.96,8.646,-3.074,-3.816,-1.105
13.97,8.641,-3.079,-3.822,-1.104
13.98,8.637,-3.085,-3.828,-1.104
13.99,8.632,-3.09,-3.834,-1.105
14,8.628,-3.095,-3.84,-1.105
14.01,8.624,-3.1,-3.846,-1.105
14.02,8.619,-3.105,-3.851,-1.106
14.03,8.615,-3.109,-3.857,-1.106
14.04,8.611,-3.114,-3.862,-1.107
14.05,8.607,-3.119,-3.867,-1.108
14.06,8.603,-3.123,-3.873,-1.108
14.07,8.599,-3.128,-3.878,-1.109
14.08,8.595,-3.132,-3.883,-1.11
14.09,8.591,-3.136,-3.888,-1.111
14.1,8.587,-3.14,-3.893,-1.112
14.11,8.583,-3.144,-3.898,-1.113
14.12,8.579,-3.148,-3.903,-1.114
14.13,8.575,-3.152,-3.908,-1.115
14.14,8.571,-3.155,-3.913,-1.116
14.15,8.568,-3.159,-3.918,-1.117
14.16,8.564,-3.162,-3.923,-1.119
14.17,8.561,-3.166,-3.927,-1.12
14.18,8.557,-3.169,-3.932,-1.121
14.19,8.554,-3.172,-3.937,-1.123
14.2,8.55,-3.175,-3.941,-1.124
14.21,8.547,-3.177,-3.945,-1.126
14.22,8.544,-3.18,-3.95,-1.128
14.23,8.541,-3.182,-3.954,-1.129
14.24,8.538,-3.184,-3.958,-1.131
14.25,8.536,-3.186,-3.961,-1.133
14.26,8.533,-3.187,-3.965,-1.135
14.27,8.531,-3.188,-3.969,-1.137
14.28,8.528,-3.19,-3.972,-1.139
14.29,8.526,-3.191,-3.975,-1.142
14.3,8.524,-3.192,-3.979,-1.144
14.31,8.522,-3.192,-3.982,-1.146
14.32,8.52,-3.193,-3.986,-1.148
14.33,8.518,-3.193,-3.989,-1.151
14.34,8.516,-3.193,-3.992,-1.153
14.35,8.514,-3.193,-3.996,-1.155
14.36,8.512,-3.193,-3.999,-1.158
14.37,8.51,-3.193,-4.002,-1.16
14.38,8.509,-3.193,-4.004,-1.163
14.39,8.508,-3.192,-4.007,-1.166
14.4,8.507,-3.191,-4.009,-1.169
14.41,8.506,-3.19,-4.011,-1.171
14.42,8.505,-3.189,-4.013,-1.174
14.43,8.504,-3.188,-4.014,-1.177
14.44,8.504,-3.187,-4.016,-1.18
14.45,8.503,-3.185,-4.016,-1.184
14.46,8.503,-3.183,-4.017,-1.187
14.47,8.503,-3.182,-4.018,-1.19
14.48,8.503,-3.18,-4.018,-1.193
14.49,8.504,-3.177,-4.018,-1.197
14.5,8.504,-3.175,-4.017,-1.2
14.51,8.505,-3.173,-4.017,-1.204
14.52,8.506,-3.17,-4.016,-1.207
14.53,8.507,-3.167,-4.014,-1.211
14.54,8.508,-3.164,-4.013,-1.214
14.55,8.51,-3.161,-4.01,-1.218
14.56,8.512,-3.158,-4.008,-1.222
14.57,8.513,-3.155,-4.006,-1.226
14.58,8.515,-3.152,-4.003,-1.23
14.59,8.518,-3.148,-4,-1.234
14.6,8.52,-3.144,-3.996,-1.238
14.61,8.523,-3.14,-3.993,-1.242
14.62,8.526,-3.136,-3.988,-1.246
14.63,8.529,-3.132,-3.984,-1.251
14.64,8.532,-3.127,-3.978,-1.255
14.65,8.536,-3.122,-3.973,-1.26
14.66,8.54,-3.117,-3.966,-1.265
14.67,8.544,-3.112,-3.96,-1.269
14.68,8.549,-3.106,-3.953,-1.274
14.69,8.554,-3.1,-3.946,-1.279
14.7,8.559,-3.094,-3.938,-1.284
14.71,8.564,-3.088,-3.93,-1.288
14.72,8.57,-3.081,-3.921,-1.293
14.73,8.575,-3.074,-3.913,-1.298
14.74,8.582,-3.067,-3.903,-1.303
14.75,8.588,-3.06,-3.893,-1.308
14.76,8.594,-3.052,-3.883,-1.313
14.77,8.601,-3.044,-3.873,-1.318
14.78,8.608,-3.036,-3.861,-1.324
14.79,8.616,-3.028,-3.849,-1.329
14.8,8.623,-3.019,-3.837,-1.335
14.81,8.631,-3.011,-3.825,-1.34
14.82,8.639,-3.001,-3.812,-1.346
14.83,8.647,-2.992,-3.798,-1.351
14.84,8.656,-2.982,-3.784,-1.357
14.85,8.664,-2.973,-3.77,-1.363
14.86,8.673,-2.963,-3.756,-1.369
14.87,8.682,-2.952,-3.741,-1.374
14.88,8.691,-2.942,-3.726,-1.38
14.89,8.701,-2.931,-3.711,-1.386
14.9,8.71,-2.92,-3.695,-1.392
14.91,8.719,-2.909,-3.679,-1.397
14.92,8.729,-2.898,-3.664,-1.403
14.93,8.738,-2.887,-3.648,-1.409
14.94,8.748,-2.876,-3.631,-1.415
14.95,8.757,-2.864,-3.615,-1.42
14.96,8.767,-2.852,-3.599,-1.426
14.97,8.777,-2.841,-3.583,-1.431
14.98,8.786,-2.829,-3.566,-1.436
14.99,8.796,-2.816,-3.55,-1.442
15,8.806,-2.804,-3.534,-1.447
15.01,8.815,-2.792,-3.517,-1.452
15.02,8.825,-2.779,-3.501,-1.457
15.03,8.835,-2.766,-3.485,-1.462
15.04,8.844,-2.754,-3.469,-1.467
15.05,8.854,-2.741,-3.453,-1.471
15.06,8.863,-2.728,-3.437,-1.475
15.07,8.872,-2.715,-3.422,-1.48
15.08,8.881,-2.702,-3.408,-1.484
15.09,8.89,-2.689,-3.393,-1.487
15.1,8.898,-2.675,-3.38,-1.491
15.11,8.907,-2.662,-3.366,-1.494
15.12,8.915,-2.648,-3.354,-1.497
15.13,8.923,-2.635,-3.341,-1.5
15.14,8.931,-2.621,-3.329,-1.503
15.15,8.939,-2.608,-3.318,-1.505
15.16,8.947,-2.594,-3.307,-1.507
15.17,8.954,-2.58,-3.298,-1.509
15.18,8.961,-2.566,-3.289,-1.51
15.19,8.968,-2.552,-3.28,-1.512
15.2,8.975,-2.538,-3.273,-1.512
15.21,8.981,-2.524,-3.266,-1.513
15.22,8.987,-2.51,-3.261,-1.513
15.23,8.993,-2.496,-3.256,-1.513
15.24,8.998,-2.482,-3.252,-1.513
15.25,9.003,-2.467,-3.248,-1.512
15.26,9.008,-2.452,-3.246,-1.511
15.27,9.013,-2.437,-3.244,-1.509
15.28,9.018,-2.422,-3.243,-1.507
15.29,9.023,-2.406,-3.243,-1.505
15.3,9.028,-2.39,-3.242,-1.503
15.31,9.032,-2.374,-3.243,-1.5
15.32,9.037,-2.357,-3.244,-1.497
15.33,9.041,-2.34,-3.246,-1.494
15.34,9.045,-2.322,-3.248,-1.49
15.35,9.05,-2.305,-3.251,-1.486
15.36,9.053,-2.287,-3.254,-1.482
15.37,9.057,-2.269,-3.259,-1.477
15.38,9.061,-2.251,-3.264,-1.472
15.39,9.064,-2.233,-3.27,-1.467
15.4,9.067,-2.214,-3.276,-1.461
15.41,9.07,-2.196,-3.283,-1.455
15.42,9.073,-2.177,-3.291,-1.449
15.43,9.075,-2.158,-3.3,-1.442
15.44,9.077,-2.139,-3.309,-1.436
15.45,9.079,-2.12,-3.319,-1.429
15.46,9.081,-2.102,-3.33,-1.421
15.47,9.082,-2.082,-3.341,-1.414
15.48,9.084,-2.063,-3.353,-1.406
15.49,9.085,-2.044,-3.364,-1.398
15.5,9.086,-2.024,-3.377,-1.39
15.51,9.087,-2.004,-3.389,-1.382
15.52,9.087,-1.984,-3.403,-1.373
15.53,9.088,-1.964,-3.417,-1.364
15.54,9.088,-1.943,-3.431,-1.355
15.55,9.088,-1.923,-3.447,-1.346
15.56,9.088,-1.902,-3.463,-1.336
15.57,9.087,-1.881,-3.479,-1.326
15.58,9.087,-1.86,-3.497,-1.316
15.59,9.085,-1.839,-3.515,-1.306
15.6,9.084,-1.817,-3.534,-1.295
15.61,9.082,-1.795,-3.553,-1.284
15.62,9.081,-1.773,-3.572,-1.273
15.63,9.078,-1.752,-3.592,-1.262
15.64,9.076,-1.729,-3.613,-1.251
15.65,9.073,-1.707,-3.634,-1.24
15.66,9.07,-1.685,-3.656,-1.229
15.67,9.067,-1.663,-3.678,-1.217
15.68,9.064,-1.64,-3.7,-1.206
15.69,9.059,-1.618,-3.724,-1.194
15.7,9.055,-1.596,-3.747,-1.183
15.71,9.051,-1.574,-3.771,-1.171
15.72,9.046,-1.551,-3.795,-1.16
15.73,9.041,-1.529,-3.819,-1.149
15.74,9.036,-1.507,-3.844,-1.138
15.75,9.03,-1.485,-3.868,-1.126
15.76,9.024,-1.463,-3.893,-1.115
15.77,9.019,-1.442,-3.918,-1.104
15.78,9.012,-1.42,-3.943,-1.093
15.79,9.006,-1.398,-3.969,-1.082
15.8,8.999,-1.377,-3.994,-1.071
15.81,8.993,-1.356,-4.019,-1.061
15.82,8.986,-1.334,-4.044,-1.05
15.83,8.979,-1.313,-4.069,-1.04
15.84,8.972,-1.292,-4.094,-1.029
15.85,8.965,-1.271,-4.118,-1.019
15.86,8.958,-1.251,-4.143,-1.009
15.87,8.95,-1.23,-4.167,-0.999
15.88,8.943,-1.209,-4.191,-0.989
15.89,8.936,-1.189,-4.215,-0.979
15.9,8.928,-1.168,-4.239,-0.97
15.91,8.921,-1.147,-4.262,-0.96
15.92,8.914,-1.126,-4.285,-0.951
15.93,8.906,-1.106,-4.308,-0.941
15.94,8.899,-1.085,-4.33,-0.931
15.95,8.892,-1.064,-4.352,-0.922
15.96,8.885,-1.043,-4.373,-0.913
15.97,8.878,-1.022,-4.394,-0.904
15.98,8.871,-1,-4.414,-0.895
15.99,8.865,-0.978,-4.433,-0.886
16,8.859,-0.957,-4.452,-0.877
16.01,8.853,-0.935,-4.47,-0.868
16.02,8.847,-0.914,-4.489,-0.859
16.03,8.841,-0.892,-4.506,-0.85
16.04,8.835,-0.87,-4.524,-0.842
16.05,8.829,-0.848,-4.541,-0.833
16.06,8.823,-0.827,-4.558,-0.825
16.07,8.817,-0.805,-4.575,-0.816
16.08,8.811,-0.784,-4.591,-0.807
16.09,8.806,-0.762,-4.607,-0.799
16.1,8.8,-0.74,-4.624,-0.79
16.11,8.794,-0.718,-4.639,-0.782
16.12,8.788,-0.697,-4.655,-0.774
16.13,8.782,-0.675,-4.671,-0.765
16.14,8.776,-0.654,-4.687,-0.756
16.15,8.77,-0.632,-4.703,-0.748
16.16,8.763,-0.611,-4.719,-0.739
16.17,8.757,-0.589,-4.736,-0.731
16.18,8.75,-0.568,-4.752,-0.722
16.19,8.743,-0.547,-4.769,-0.713
16.2,8.735,-0.526,-4.786,-0.705
16.21,8.728,-0.505,-4.803,-0.696
16.22,8.72,-0.484,-4.82,-0.688
16.23,8.712,-0.463,-4.838,-0.68
16.24,8.704,-0.443,-4.855,-0.671
16.25,8.696,-0.422,-4.874,-0.663
16.26,8.687,-0.402,-4.892,-0.655
16.27,8.678,-0.382,-4.91,-0.647
16.28,8.669,-0.362,-4.93,-0.638
16.29,8.659,-0.343,-4.949,-0.63
16.3,8.649,-0.324,-4.968,-0.623
16.31,8.639,-0.306,-4.988,-0.615
16.32,8.628,-0.287,-5.01,-0.607
16.33,8.616,-0.268,-5.032,-0.599
16.34,8.604,-0.25,-5.054,-0.592
16.35,8.592,-0.232,-5.077,-0.584
16.36,8.579,-0.215,-5.1,-0.577
16.37,8.566,-0.197,-5.123,-0.57
16.38,8.553,-0.181,-5.146,-0.562
16.39,8.539,-0.164,-5.17,-0.555
16.4,8.526,-0.147,-5.194,-0.548
16.41,8.511,-0.13,-5.218,-0.542
16.42,8.497,-0.114,-5.243,-0.535
16.43,8.482,-0.098,-5.268,-0.528
16.44,8.467,-0.083,-5.293,-0.522
16.45,8.451,-0.067,-5.319,-0.515
16.46,8.436,-0.052,-5.345,-0.509
16.47,8.419,-0.037,-5.371,-0.503
16.48,8.403,-0.022,-5.397,-0.497
16.49,8.386,-0.008,-5.424,-0.491
16.5,8.369,0.005,-5.451,-0.485
16.51,8.352,0.019,-5.478,-0.479
16.52,8.334,0.033,-5.505,-0.474
16.53,8.316,0.046,-5.533,-0.468
16.54,8.298,0.06,-5.56,-0.463
16.55,8.279,0.073,-5.588,-0.457
16.56,8.26,0.085,-5.616,-0.452
16.57,8.241,0.098,-5.644,-0.447
16.58,8.222,0.11,-5.672,-0.442
16.59,8.202,0.122,-5.701,-0.437
16.6,8.183,0.134,-5.729,-0.433
16.61,8.162,0.146,-5.758,-0.428
16.62,8.142,0.157,-5.787,-0.423
16.63,8.121,0.169,-5.816,-0.419
16.64,8.101,0.179,-5.845,-0.414
16.65,8.08,0.19,-5.874,-0.409
16.66,8.058,0.201,-5.903,-0.405
16.67,8.037,0.211,-5.932,-0.401
16.68,8.015,0.221,-5.962,-0.396
16.69,7.992,0.231,-5.992,-0.392
16.7,7.97,0.24,-6.021,-0.387
16.71,7.947,0.249,-6.051,-0.383
16.72,7.924,0.258,-6.081,-0.379
16.73,7.901,0.267,-6.112,-0.375
16.74,7.877,0.275,-6.142,-0.37
16.75,7.854,0.283,-6.172,-0.366
16.76,7.83,0.29,-6.202,-0.362
16.77,7.806,0.298,-6.232,-0.358
16.78,7.781,0.304,-6.262,-0.354
16.79,7.757,0.311,-6.292,-0.35
16.8,7.732,0.317,-6.323,-0.346
16.81,7.708,0.323,-6.353,-0.342
16.82,7.682,0.328,-6.383,-0.338
16.83,7.657,0.332,-6.413,-0.334
16.84,7.632,0.337,-6.444,-0.331
16.85,7.606,0.341,-6.474,-0.327
16.86,7.581,0.345,-6.504,-0.323
16.87,7.555,0.348,-6.533,-0.319
16.88,7.529,0.35,-6.563,-0.315
16.89,7.503,0.353,-6.593,-0.311
16.9,7.476,0.354,-6.623,-0.307
16.91,7.45,0.355,-6.654,-0.302
16.92,7.423,0.356,-6.684,-0.298
16.93,7.396,0.356,-6.714,-0.294
16.94,7.368,0.355,-6.744,-0.29
16.95,7.34,0.354,-6.775,-0.286
16.96,7.312,0.353,-6.805,-0.281
16.97,7.285,0.351,-6.835,-0.277
16.98,7.256,0.348,-6.865,-0.272
16.99,7.228,0.345,-6.895,-0.268
17,7.2,0.341,-6.926,-0.263
17.01,7.171,0.337,-6.956,-0.258
17.02,7.142,0.332,-6.986,-0.253
17.03,7.113,0.327,-7.016,-0.248
17.04,7.084,0.322,-7.046,-0.243
17.05,7.054,0.315,-7.076,-0.237
17.06,7.025,0.309,-7.105,-0.232
17.07,6.995,0.302,-7.135,-0.227
17.08,6.965,0.294,-7.165,-0.221
17.09,6.935,0.285,-7.195,-0.215
17.1,6.904,0.277,-7.225,-0.209
17.11,6.874,0.267,-7.254,-0.202
17.12,6.843,0.258,-7.284,-0.196
17.13,6.811,0.248,-7.314,-0.189
17.14,6.78,0.237,-7.344,-0.182
17.15,6.748,0.226,-7.373,-0.175
17.16,6.716,0.215,-7.403,-0.168
17.17,6.684,0.203,-7.432,-0.161
17.18,6.652,0.191,-7.462,-0.153
17.19,6.619,0.179,-7.491,-0.145
17.2,6.587,0.167,-7.52,-0.137
17.21,6.554,0.154,-7.549,-0.128
17.22,6.521,0.141,-7.578,-0.119
17.23,6.488,0.127,-7.607,-0.11
17.24,6.454,0.114,-7.636,-0.101
17.25,6.421,0.1,-7.664,-0.092
17.26,6.387,0.086,-7.693,-0.082
17.27,6.353,0.071,-7.721,-0.072
17.28,6.319,0.056,-7.749,-0.062
17.29,6.285,0.041,-7.777,-0.052
17.3,6.251,0.026,-7.805,-0.041
17.31,6.216,0.01,-7.832,-0.031
17.32,6.182,-0.005,-7.86,-0.021
17.33,6.146,-0.021,-7.887,-0.011
17.34,6.111,-0.038,-7.914,-0.002
17.35,6.076,-0.056,-7.941,0.005
17.36,6.041,-0.074,-7.968,0.013
17.37,6.005,-0.093,-7.995,0.023
17.38,5.969,-0.114,-8.021,0.033
17.39,5.933,-0.136,-8.047,0.041
17.4,5.897,-0.159,-8.074,0.049
17.41,5.861,-0.184,-8.099,0.057
17.42,5.824,-0.211,-8.125,0.067
17.43,5.787,-0.239,-8.151,0.076
17.44,5.749,-0.27,-8.177,0.086
17.45,5.711,-0.304,-8.202,0.095
17.46,5.672,-0.339,-8.227,0.105
17.47,5.633,-0.375,-8.252,0.116
17.48,5.593,-0.414,-8.277,0.127
17.49,5.553,-0.453,-8.302,0.138
17.5,5.512,-0.492,-8.327,0.149
17.51,5.471,-0.531,-8.351,0.158
17.52,5.43,-0.568,-8.376,0.167
17.53,5.389,-0.604,-8.399,0.175
17.54,5.348,-0.641,-8.423,0.182
17.55,5.307,-0.677,-8.445,0.187
17.56,5.266,-0.709,-8.468,0.19
17.57,5.226,-0.739,-8.491,0.192
17.58,5.186,-0.768,-8.513,0.192
17.59,5.146,-0.794,-8.535,0.19
17.6,5.107,-0.817,-8.556,0.187
17.61,5.068,-0.84,-8.577,0.183
17.62,5.03,-0.86,-8.597,0.177
17.63,4.992,-0.879,-8.617,0.171
17.64,4.955,-0.896,-8.637,0.164
17.65,4.918,-0.913,-8.657,0.156
17.66,4.881,-0.927,-8.676,0.148
17.67,4.845,-0.938,-8.696,0.139
17.68,4.808,-0.946,-8.715,0.128
17.69,4.774,-0.952,-8.734,0.116
17.7,4.739,-0.955,-8.753,0.102
17.71,4.704,-0.951,-8.772,0.085
17.72,4.671,-0.94,-8.791,0.065
17.73,4.638,-0.92,-8.811,0.04
17.74,4.606,-0.893,-8.83,0.012
17.75,4.575,-0.861,-8.85,-0.017
17.76,4.543,-0.829,-8.869,-0.048
17.77,4.519,-0.796,-8.884,-0.078
17.78,4.48,-0.747,-8.907,-0.118
17.79,4.453,-0.691,-8.925,-0.164
17.8,4.421,-0.631,-8.944,-0.203
17.81,4.39,-0.564,-8.963,-0.243
17.82,4.357,-0.487,-8.982,-0.285
17.83,4.322,-0.406,-9.002,-0.326
17.84,4.285,-0.32,-9.021,-0.367
17.85,4.248,-0.224,-9.04,-0.409
17.86,4.209,-0.123,-9.058,-0.45
17.87,4.168,-0.019,-9.076,-0.492
17.88,4.125,0.091,-9.093,-0.533
17.89,4.081,0.206,-9.108,-0.575
17.9,4.034,0.323,-9.123,-0.615
17.91,3.986,0.44,-9.137,-0.654
17.92,3.937,0.56,-9.148,-0.692
17.93,3.886,0.683,-9.159,-0.728
17.94,3.834,0.804,-9.168,-0.763
17.95,3.783,0.923,-9.176,-0.792
17.96,3.732,1.038,-9.182,-0.817
17.97,3.68,1.149,-9.188,-0.839
17.98,3.628,1.256,-9.193,-0.856
17.99,3.575,1.36,-9.198,-0.869
18,3.521,1.458,-9.202,-0.881
18.01,3.468,1.548,-9.207,-0.888
18.02,3.413,1.632,-9.213,-0.893
18.03,3.357,1.71,-9.219,-0.895
18.04,3.3,1.782,-9.226,-0.895
18.05,3.242,1.846,-9.234,-0.892
18.06,3.183,1.904,-9.243,-0.887
18.07,3.124,1.957,-9.253,-0.881
18.08,3.064,2.003,-9.264,-0.872
18.09,3.004,2.044,-9.276,-0.862
18.1,2.943,2.082,-9.288,-0.85
18.11,2.881,2.115,-9.301,-0.838
18.12,2.819,2.144,-9.315,-0.825
18.13,2.756,2.171,-9.328,-0.812
18.14,2.692,2.195,-9.342,-0.799
18.15,2.627,2.215,-9.357,-0.786
18.16,2.562,2.233,-9.372,-0.773
18.17,2.496,2.248,-9.387,-0.761
18.18,2.428,2.26,-9.403,-0.748
18.19,2.361,2.269,-9.419,-0.735
18.2,2.292,2.276,-9.436,-0.721
18.21,2.223,2.279,-9.452,-0.707
18.22,2.154,2.282,-9.469,-0.693
18.23,2.085,2.283,-9.485,-0.678
18.24,2.015,2.281,-9.502,-0.663
18.25,1.944,2.277,-9.519,-0.647
18.26,1.873,2.271,-9.535,-0.631
18.27,1.801,2.263,-9.552,-0.615
18.28,1.728,2.253,-9.569,-0.599
18.29,1.654,2.241,-9.586,-0.583
18.3,1.579,2.229,-9.602,-0.569
18.31,1.503,2.215,-9.618,-0.555
18.32,1.426,2.199,-9.634,-0.543
18.33,1.347,2.184,-9.65,-0.533
18.34,1.267,2.167,-9.665,-0.524
18.35,1.186,2.15,-9.68,-0.516
18.36,1.103,2.131,-9.694,-0.509
18.37,1.019,2.112,-9.707,-0.504
18.38,0.935,2.093,-9.72,-0.5
18.39,0.849,2.073,-9.732,-0.497
18.4,0.762,2.053,-9.744,-0.497
18.41,0.675,2.034,-9.754,-0.496
18.42,0.587,2.014,-9.764,-0.497
18.43,0.498,1.995,-9.773,-0.498
18.44,0.409,1.975,-9.781,-0.499
18.45,0.319,1.956,-9.788,-0.501
18.46,0.229,1.937,-9.794,-0.504
18.47,0.139,1.918,-9.8,-0.507
18.48,0.048,1.9,-9.804,-0.51
18.49,-0.042,1.882,-9.807,-0.515
18.5,-0.133,1.865,-9.809,-0.521
18.51,-0.225,1.848,-9.81,-0.528
18.52,-0.317,1.831,-9.81,-0.536
18.53,-0.41,1.816,-9.809,-0.545
18.54,-0.502,1.8,-9.807,-0.556
18.55,-0.595,1.785,-9.804,-0.569
18.56,-0.689,1.771,-9.8,-0.582
18.57,-0.782,1.757,-9.795,-0.597
18.58,-0.876,1.743,-9.788,-0.612
18.59,-0.97,1.729,-9.781,-0.628
18.6,-1.064,1.715,-9.772,-0.645
18.61,-1.158,1.702,-9.763,-0.661
18.62,-1.252,1.69,-9.752,-0.679
18.63,-1.347,1.677,-9.74,-0.696
18.64,-1.441,1.665,-9.728,-0.713
18.65,-1.536,1.653,-9.714,-0.731
18.66,-1.63,1.641,-9.699,-0.748
18.67,-1.725,1.63,-9.683,-0.765
18.68,-1.819,1.618,-9.667,-0.783
18.69,-1.913,1.606,-9.649,-0.8
18.7,-2.007,1.594,-9.631,-0.817
18.71,-2.101,1.582,-9.611,-0.834
18.72,-2.195,1.57,-9.591,-0.851
18.73,-2.288,1.558,-9.569,-0.868
18.74,-2.382,1.545,-9.547,-0.885
18.75,-2.475,1.532,-9.524,-0.902
18.76,-2.568,1.518,-9.5,-0.918
18.77,-2.661,1.504,-9.475,-0.935
18.78,-2.753,1.49,-9.449,-0.95
18.79,-2.845,1.475,-9.422,-0.965
18.8,-2.937,1.459,-9.395,-0.98
18.81,-3.028,1.443,-9.367,-0.994
18.82,-3.118,1.426,-9.339,-1.007
18.83,-3.208,1.409,-9.31,-1.019
18.84,-3.298,1.39,-9.28,-1.03
18.85,-3.387,1.371,-9.25,-1.039
18.86,-3.475,1.351,-9.219,-1.047
18.87,-3.563,1.33,-9.188,-1.053
18.88,-3.649,1.308,-9.156,-1.057
18.89,-3.735,1.285,-9.125,-1.059
18.9,-3.82,1.26,-9.093,-1.059
18.91,-3.904,1.235,-9.061,-1.056
18.92,-3.986,1.209,-9.029,-1.051
18.93,-4.068,1.181,-8.998,-1.043
18.94,-4.148,1.152,-8.966,-1.032
18.95,-4.228,1.122,-8.934,-1.019
18.96,-4.307,1.092,-8.902,-1.003
18.97,-4.385,1.06,-8.869,-0.985
18.98,-4.462,1.027,-8.837,-0.965
18.99,-4.538,0.993,-8.804,-0.942
19,-4.614,0.958,-8.771,-0.918
19.01,-4.689,0.923,-8.738,-0.893
19.02,-4.764,0.888,-8.704,-0.866
19.03,-4.838,0.851,-8.669,-0.838
19.04,-4.912,0.815,-8.634,-0.809
19.05,-4.985,0.78,-8.598,-0.779
19.06,-5.058,0.745,-8.561,-0.748
19.07,-5.131,0.711,-8.523,-0.716
19.08,-5.203,0.678,-8.485,-0.683
19.09,-5.275,0.646,-8.445,-0.649
19.1,-5.346,0.617,-8.405,-0.612
19.11,-5.418,0.588,-8.364,-0.575
19.12,-5.489,0.561,-8.322,-0.535
19.13,-5.56,0.534,-8.279,-0.496
19.14,-5.631,0.508,-8.235,-0.454
19.15,-5.702,0.483,-8.19,-0.411
19.16,-5.773,0.46,-8.143,-0.366
19.17,-5.844,0.436,-8.096,-0.32
19.18,-5.914,0.414,-8.047,-0.273
19.19,-5.985,0.393,-7.998,-0.225
19.2,-6.055,0.373,-7.947,-0.178
19.21,-6.123,0.354,-7.896,-0.131
19.22,-6.192,0.338,-7.844,-0.083
19.23,-6.259,0.322,-7.791,-0.034
19.24,-6.326,0.309,-7.738,0.015
19.25,-6.391,0.298,-7.684,0.066
19.26,-6.457,0.29,-7.629,0.118
19.27,-6.521,0.284,-7.573,0.17
19.28,-6.586,0.28,-7.516,0.223
19.29,-6.649,0.278,-7.458,0.278
19.3,-6.712,0.278,-7.399,0.333
19.31,-6.774,0.28,-7.34,0.388
19.32,-6.835,0.282,-7.279,0.442
19.33,-6.896,0.286,-7.218,0.496
19.34,-6.956,0.29,-7.156,0.55
19.35,-7.016,0.296,-7.093,0.603
19.36,-7.074,0.303,-7.03,0.656
19.37,-7.133,0.309,-6.965,0.707
19.38,-7.191,0.316,-6.899,0.756
19.39,-7.249,0.324,-6.832,0.805
19.4,-7.307,0.333,-6.764,0.851
19.41,-7.365,0.341,-6.695,0.897
19.42,-7.423,0.351,-6.624,0.94
19.43,-7.48,0.361,-6.553,0.982
19.44,-7.538,0.372,-6.479,1.022
19.45,-7.595,0.384,-6.405,1.059
19.46,-7.653,0.397,-6.329,1.095
19.47,-7.711,0.411,-6.252,1.129
19.48,-7.768,0.427,-6.173,1.161
19.49,-7.826,0.445,-6.093,1.191
19.5,-7.883,0.464,-6.011,1.219
19.51,-7.941,0.485,-5.928,1.244
19.52,-7.998,0.509,-5.844,1.268
19.53,-8.055,0.534,-5.758,1.289
19.54,-8.111,0.561,-5.671,1.308
19.55,-8.168,0.59,-5.583,1.325
19.56,-8.224,0.62,-5.494,1.339
19.57,-8.279,0.651,-5.403,1.351
19.58,-8.334,0.683,-5.311,1.359
19.59,-8.389,0.715,-5.218,1.368
19.6,-8.442,0.748,-5.125,1.373
19.61,-8.496,0.78,-5.03,1.375
19.62,-8.549,0.813,-4.935,1.374
19.63,-8.601,0.844,-4.839,1.369
19.64,-8.654,0.875,-4.741,1.36
19.65,-8.706,0.905,-4.643,1.348
19.66,-8.758,0.933,-4.544,1.33
19.67,-8.809,0.961,-4.444,1.309
19.68,-8.86,0.987,-4.343,1.284
19.69,-8.911,1.012,-4.241,1.254
19.7,-8.961,1.035,-4.137,1.22
19.71,-9.011,1.057,-4.033,1.183
19.72,-9.061,1.077,-3.928,1.142
19.73,-9.109,1.096,-3.822,1.098
19.74,-9.156,1.114,-3.715,1.052
19.75,-9.203,1.13,-3.606,1.003
19.76,-9.249,1.145,-3.497,0.952
19.77,-9.293,1.159,-3.387,0.9
19.78,-9.336,1.172,-3.276,0.845
19.79,-9.378,1.183,-3.164,0.79
19.8,-9.419,1.194,-3.052,0.733
19.81,-9.458,1.202,-2.938,0.676
19.82,-9.496,1.21,-2.824,0.617
19.83,-9.532,1.215,-2.71,0.558
19.84,-9.567,1.219,-2.595,0.498
19.85,-9.6,1.22,-2.479,0.438
19.86,-9.632,1.22,-2.364,0.377
19.87,-9.662,1.217,-2.248,0.316
19.88,-9.69,1.212,-2.133,0.254
19.89,-9.717,1.205,-2.018,0.193
19.9,-9.743,1.195,-1.902,0.132
