TIMESTAMP;TEMP1;TEMP2;TEMP3;TANK_PRESS;TANK_D_PRESS;CPU_USAGE;MEM_USAGE;DISK_UTILIZATION;TENSO
39476;0;0;0;5520.00;112.00;100.00;7.95;64.84;1.47
39482;0;0;0;5520.00;58.00;100.00;7.95;64.84;1.47
39487;0;0;0;5540.00;58.00;100.00;7.95;64.84;1.47
39493;0;0;0;5540.00;112.00;100.00;7.95;64.84;1.99
39498;0;0;0;5540.00;112.00;100.00;7.95;64.84;1.99
39504;0;0;0;5540.00;112.00;100.00;7.95;64.84;1.57
39510;0;0;0;5540.00;112.00;100.00;7.95;64.84;1.57
39515;0;0;0;5540.00;72.00;100.00;7.95;64.84;1.49
39521;0;0;0;5540.00;72.00;100.00;7.95;64.84;1.49
39526;0;0;0;5540.00;122.00;100.00;7.95;64.84;1.44
39531;0;0;0;5540.00;122.00;100.00;7.95;64.84;1.44
39537;0;0;0;5540.00;78.00;100.00;7.95;64.84;1.48
39542;0;0;0;5540.00;78.00;100.00;7.95;64.84;1.48
39548;0;0;0;5540.00;112.00;100.00;7.95;64.84;1.48
39554;0;0;0;5540.00;112.00;100.00;7.95;64.84;1.48
39559;0;0;0;5540.00;105.00;100.00;7.95;64.84;1.47
39565;0;0;0;5540.00;105.00;100.00;7.95;64.84;1.47
39571;0;0;0;5540.00;58.00;100.00;7.95;64.84;1.47
39576;0;0;0;5540.00;58.00;100.00;7.95;64.84;1.44
39581;0;0;0;5540.00;108.00;100.00;7.95;64.84;1.44
39587;0;0;0;5540.00;108.00;100.00;7.95;64.84;1.44
39593;0;0;0;5527.00;112.00;100.00;7.95;64.84;1.47
39598;0;0;0;5527.00;112.00;100.00;7.95;64.84;1.47
39604;0;0;0;5527.00;102.00;100.00;7.95;64.84;1.47
39609;0;0;0;5527.00;102.00;100.00;7.95;64.84;1.47
39616;0;0;0;5527.00;65.00;100.00;7.95;64.84;1.47
39621;0;0;0;5527.00;65.00;100.00;7.95;64.84;1.45
39627;0;0;0;5527.00;92.00;100.00;7.95;64.84;1.45
39632;0;0;0;5527.00;92.00;100.00;7.95;64.84;1.45
39638;0;0;0;5527.00;98.00;100.00;7.95;64.84;1.46
39643;0;0;0;5527.00;98.00;100.00;7.95;64.84;1.46
39649;0;0;0;5527.00;58.00;100.00;7.95;64.84;1.46
39660;0;0;0;5527.00;58.00;100.00;7.95;64.84;1.44
39665;0;0;0;5527.00;72.00;100.00;7.95;64.84;1.43
39671;0;0;0;5527.00;72.00;100.00;7.95;64.84;1.43
39676;0;0;0;5527.00;85.00;100.00;7.95;64.84;1.44
39682;0;0;0;5527.00;85.00;100.00;7.95;64.84;1.44
39688;0;0;0;5527.00;61.00;100.00;7.95;64.84;1.44
39695;0;0;0;5537.00;61.00;100.00;7.95;64.84;1.98
39701;0;0;0;5537.00;72.00;100.00;7.95;64.84;1.98
39712;0;0;0;5537.00;72.00;100.00;7.95;64.84;1.53
39718;0;0;0;5537.00;88.00;100.00;7.95;64.84;1.53
39723;0;0;0;5537.00;88.00;100.00;7.95;64.84;1.47
39730;0;0;0;5537.00;92.00;100.00;7.95;64.84;1.71
39735;0;0;0;5537.00;92.00;100.00;7.95;64.84;1.71
39740;0;0;0;5537.00;82.00;100.00;7.95;64.84;1.50
39746;0;0;0;5537.00;82.00;100.00;7.95;64.84;1.50
39751;0;0;0;5537.00;48.00;100.00;7.95;64.84;1.46
39757;0;0;0;5537.00;48.00;100.00;7.95;64.84;1.46
39762;0;0;0;5537.00;72.00;100.00;7.95;64.84;1.44
